4394.725457271072,"[82, 13, 4]",1.4952342825175744
4394.725457271072,"[76, 25, 4]",1.4728911191146297
4394.725457271072,"[66, 17, 3]",1.5819634419926736
4394.725457271072,"[70, 17, 2, 0, 0, 1]",1.5345338619837299
4394.725457271072,"[74, 23, 3]",1.786627241962092
4394.725457271072,"[81, 13, 5, 0, 1]",1.5615770043146815
4394.725457271072,"[65, 23, 8, 1]",1.7864735600713264
4394.725457271072,"[75, 10, 3, 2]",1.5721149839298232
4394.725457271072,"[71, 21, 3, 1]",1.556818643453357
4394.725457271072,"[91, 16, 1]",1.8309124356919175
4394.725457271072,"[61, 23, 6, 3]",1.63077847901866
4394.725457271072,"[73, 12, 2, 1]",1.6251383125098706
4394.725457271072,"[74, 17, 2]",1.476890095549063
4394.725457271072,"[85, 16, 3, 1, 1]",1.4704801357663766
4394.725457271072,"[73, 21, 0, 1]",1.6210038617238296
4394.725457271072,"[79, 11, 1]",1.533290844077583
4394.725457271072,"[74, 17, 7]",1.500464719859472
4394.725457271072,"[69, 14, 5, 1]",1.654547299190225
4394.725457271072,"[77, 16, 3, 1]",1.528106575113013
4394.725457271072,"[78, 11, 6]",1.5178064843811898
4394.725457271072,"[81, 18, 5, 0, 0, 0, 1]",1.5629215293139784
4394.725457271072,"[66, 15, 2]",1.5146241989526166
4394.725457271072,"[71, 12, 9, 2, 0, 1]",1.5611061747024648
4394.725457271072,"[62, 15, 4, 1]",1.6319863244542088
4394.725457271072,"[81, 6, 6]",1.564852908056802
4394.725457271072,"[59, 13, 4, 2]",1.656686354928121
4394.725457271072,"[78, 20, 5, 1, 1]",1.436905362310769
4394.725457271072,"[76, 14, 3]",1.4847223929211282
4394.725457271072,"[71, 14, 2, 0, 0, 1]",1.4152704739099804
4394.725457271072,"[88, 21, 3, 1]",1.645515059376656
4394.725457271072,"[74, 13, 3, 1, 1]",1.4610148114395995
4394.725457271072,"[70, 18, 8, 0, 1]",1.5364515669165149
4394.725457271072,"[83, 20, 1, 1]",1.5008022399047403
4394.725457271072,"[68, 15, 5, 1]",1.5972301940693632
4394.725457271072,"[83, 16, 4, 2]",1.5971563525874444
4394.725457271072,"[71, 16, 4, 1]",1.551974729972345
4394.725457271072,"[76, 7, 3]",1.598275517344289
4394.725457271072,"[69, 18, 2, 0, 0, 1]",1.5319953206464065
4394.725457271072,"[88, 16, 5]",1.4872090839051895
4394.725457271072,"[82, 15, 8, 0, 1]",1.5481285233554973
4394.725457271072,"[70, 16, 4]",1.5692459375630339
4394.725457271072,"[72, 16, 3, 2]",1.5885743677706199
4394.725457271072,"[74, 17, 2, 1]",1.5620048713308576
4394.725457271072,"[65, 15, 8, 2, 2]",1.6043148475902393
4394.725457271072,"[72, 18, 5]",1.6380148527580274
4394.725457271072,"[67, 12, 10]",1.546015458351094
4394.725457271072,"[75, 15, 4, 0, 1]",1.4684200060670245
4394.725457271072,"[67, 18, 4, 2]",1.6710383965776692
4394.725457271072,"[69, 17, 3, 3]",1.6565713055230755
4394.725457271072,"[68, 24, 7]",1.70310357384848
3035.6855872452743,"[60, 9, 6, 2]",1.5983007091360661
3035.6855872452743,"[60, 15, 1]",1.468044733353852
3035.6855872452743,"[66, 11, 1, 1]",1.4863775611530665
3035.6855872452743,"[67, 17, 2, 1]",1.5838686509897082
3035.6855872452743,"[62, 19, 0, 0, 1]",1.534187770127263
