0.1,"[1, 1]"
0.1,"[0, 0, 1]"
0.1,[3]
0.1,[1]
0.1,"[1, 2]"
0.1,"[1, 1]"
0.1,[1]
0.1,[1]
0.1,"[1, 2]"
0.1,[2]
0.1,[1]
0.1,[1]
0.1,[1]
0.1,"[3, 1]"
0.1,[3]
0.1,[2]
0.1,"[3, 2]"
0.1,"[1, 1]"
0.1,[2]
0.1,"[0, 1]"
0.1,"[0, 0, 1]"
0.1,[2]
0.1,[1]
0.1,[1]
0.1,[1]
0.1,"[1, 1]"
0.1,[]
0.1,"[1, 1]"
0.1,[1]
0.1,"[1, 2]"
0.1,[2]
0.1,[2]
0.1,[1]
0.1,[2]
0.1,[2]
0.1,[4]
0.1,"[1, 1]"
0.1,[3]
0.1,"[0, 0, 1]"
0.1,[1]
0.1,[]
0.1,"[2, 1]"
0.1,"[1, 0, 0, 0, 1]"
0.1,[1]
0.1,[1]
0.1,[1]
0.1,[2]
0.1,[2]
0.1,[2]
0.1,[2]
0.1,[2]
0.1,"[2, 0, 0, 0, 1]"
0.1,[]
0.1,"[1, 1, 1]"
0.1,"[2, 1]"
0.1,"[2, 2]"
0.1,[3]
0.1,[1]
0.1,"[1, 1]"
0.1,[3]
0.1,[2]
0.1,"[2, 1]"
0.1,[]
0.1,[1]
0.1,"[0, 0, 0, 1]"
0.1,[]
0.1,"[1, 1]"
0.1,[2]
0.1,[1]
0.1,"[0, 1]"
0.1,"[2, 0, 1]"
0.1,"[1, 1]"
0.1,[3]
0.1,"[0, 1]"
0.1,[1]
0.1,"[0, 2]"
0.1,"[0, 2]"
0.1,[2]
0.1,"[0, 1]"
0.1,[1]
0.1,[1]
0.1,"[0, 0, 1]"
0.1,"[1, 1]"
0.1,[]
0.1,[]
0.1,"[1, 0, 1]"
0.1,[2]
0.1,"[3, 1]"
0.1,[3]
0.1,[2]
0.1,"[2, 1]"
0.1,[1]
0.1,"[0, 1]"
0.1,[2]
0.1,[3]
0.1,"[2, 0, 1, 1]"
0.1,[]
0.1,[2]
0.1,"[0, 1]"
0.1,[1]
0.3,"[4, 2]"
0.3,"[4, 3]"
0.3,"[5, 2]"
0.3,"[1, 1]"
0.3,"[1, 1]"
0.3,"[3, 0, 1]"
0.3,"[6, 2]"
0.3,[4]
0.3,"[5, 0, 0, 1]"
0.3,"[2, 1]"
0.3,[5]
0.3,"[1, 2, 1]"
0.3,"[5, 2]"
0.3,"[3, 1]"
0.3,"[3, 2, 0, 0, 0, 1]"
0.3,"[2, 0, 1]"
0.3,"[2, 1]"
0.3,"[3, 1]"
0.3,[5]
0.3,"[3, 0, 1]"
0.3,[2]
0.3,"[4, 1]"
0.3,"[6, 3]"
0.3,"[2, 1]"
0.3,"[4, 3]"
0.3,[1]
0.3,[3]
0.3,"[3, 1, 0, 1]"
0.3,"[2, 1]"
0.3,"[3, 2]"
0.3,[2]
0.3,"[2, 0, 1]"
0.3,[3]
0.3,"[2, 1]"
0.3,[2]
0.3,"[1, 1]"
0.3,"[6, 2]"
0.3,[3]
0.3,[3]
0.3,[2]
0.3,"[6, 0, 0, 1]"
0.3,"[3, 3]"
0.3,[6]
0.3,"[4, 0, 0, 1]"
0.3,[6]
0.3,[5]
0.3,"[4, 2]"
0.3,[4]
0.3,"[3, 2]"
0.3,"[2, 3]"
0.3,"[3, 0, 1]"
0.3,"[3, 1, 1]"
0.3,[3]
0.3,"[3, 2]"
0.3,"[5, 2, 1]"
0.3,[5]
0.3,"[3, 1]"
0.3,"[5, 1]"
0.3,"[3, 0, 1]"
0.3,"[4, 1]"
0.3,"[2, 1]"
0.3,[3]
0.3,"[2, 2]"
0.3,[3]
0.3,[6]
0.3,"[3, 1]"
0.3,"[2, 1]"
0.3,[5]
0.3,"[6, 1]"
0.3,"[2, 1]"
0.3,"[5, 2]"
0.3,"[1, 3]"
0.3,"[2, 1]"
0.3,"[4, 2]"
0.3,"[3, 1]"
0.3,"[5, 2]"
0.3,"[5, 1, 0, 0, 1]"
0.3,"[3, 0, 1]"
0.3,"[3, 1, 1]"
0.3,"[3, 2]"
0.3,[5]
0.3,[4]
0.3,[4]
0.3,"[5, 0, 1]"
0.3,"[6, 2]"
0.3,"[2, 1]"
0.3,"[2, 1, 1]"
0.3,"[4, 1, 0, 1]"
0.3,"[5, 1]"
0.3,"[4, 0, 1]"
0.3,[5]
0.3,"[2, 1, 1, 1]"
0.3,[4]
0.3,[5]
0.3,"[6, 1]"
0.3,"[4, 1]"
0.3,[2]
0.3,"[3, 0, 1]"
0.3,"[4, 1]"
0.3,[3]
1,"[10, 0, 1]"
1,"[6, 3, 1]"
1,"[5, 4]"
1,"[6, 4]"
1,"[6, 1, 1]"
1,"[9, 0, 2]"
1,"[6, 3]"
1,"[11, 1, 1]"
1,"[3, 2]"
1,"[6, 2]"
1,"[8, 1]"
1,"[7, 1, 1]"
1,[8]
1,"[8, 1]"
1,"[6, 2]"
1,"[8, 3, 1, 1]"
1,"[8, 1]"
1,"[9, 3]"
1,"[8, 2]"
1,"[4, 4]"
1,"[3, 3]"
1,"[16, 3]"
1,"[10, 2, 1]"
1,"[4, 2, 1]"
1,"[10, 1]"
1,[10]
1,"[10, 1]"
1,"[6, 1, 1]"
1,"[8, 4]"
1,[10]
1,"[8, 2]"
1,"[10, 4]"
1,"[6, 0, 2]"
1,"[6, 2]"
1,"[5, 6, 1]"
1,"[7, 3, 0, 1]"
1,"[5, 0, 2]"
1,"[5, 3, 1]"
1,"[8, 1, 2]"
1,"[9, 2]"
1,"[5, 1]"
1,"[7, 3, 1, 1]"
1,"[8, 3]"
1,"[10, 2, 1]"
1,"[6, 2]"
1,"[7, 2, 1]"
1,"[9, 2]"
1,"[6, 0, 0, 1]"
1,"[5, 1]"
1,"[4, 4]"
1,"[6, 1, 1]"
1,"[11, 2]"
1,"[11, 1, 1]"
1,"[7, 0, 0, 1]"
1,"[7, 2, 2]"
1,"[9, 0, 1]"
