1000,[2]
1000,[4]
1000,[1]
1000,"[2, 1]"
1000,"[2, 1]"
1000,[1]
1000,[2]
1000,[1]
1000,[2]
1000,[3]
1000,[1]
1000,[2]
1000,[1]
1000,[1]
1000,[1]
1000,[2]
1000,"[0, 1]"
1000,[]
1000,[]
1000,[2]
1000,[1]
1000,[3]
1000,[2]
1000,"[1, 0, 1]"
1000,"[2, 1]"
1000,[1]
1000,[3]
1000,[2]
1000,[2]
1000,[3]
1000,"[2, 1]"
1000,[1]
1000,"[1, 1]"
1000,[2]
1000,[]
1000,"[3, 0, 1]"
1000,[2]
1000,[]
1000,[1]
1000,[]
1000,[2]
1000,[3]
1000,"[1, 0, 1]"
1000,[1]
1000,"[0, 1]"
1000,[2]
1000,[1]
1000,[3]
1000,[3]
1000,[]
1000,[]
1000,[2]
1000,[2]
1000,[2]
1000,"[1, 1]"
1000,[]
1000,[1]
1000,[1]
1000,[]
1000,"[1, 1]"
1000,"[0, 1]"
1000,"[2, 1]"
1000,[3]
1000,[2]
1000,"[2, 0, 1]"
1000,[1]
1000,"[1, 0, 1]"
1000,[3]
1000,[2]
1000,"[0, 1]"
1000,[]
1000,[3]
1000,[]
1000,"[1, 1]"
1000,[1]
1000,[2]
1000,[1]
1000,[2]
1000,[2]
1000,"[1, 1]"
1000,[]
1000,[2]
1000,[1]
1000,"[1, 1]"
1000,[1]
1000,[2]
1000,[]
1000,[3]
1000,[1]
1000,[1]
1000,[2]
1000,"[0, 2]"
1000,"[1, 1]"
1000,"[1, 1]"
1000,[1]
1000,"[0, 1]"
1000,[1]
1000,[2]
1000,"[0, 1]"
1000,"[0, 2]"
1000,[]
1000,[1]
1000,[1]
1000,[2]
1000,[1]
1000,[4]
1000,"[1, 1]"
1000,[1]
1000,"[1, 1]"
1000,[]
1000,[1]
1000,[]
1000,"[1, 1]"
1000,"[0, 2]"
1000,"[3, 2]"
1000,[2]
1000,"[4, 1]"
1000,[2]
1000,"[3, 1]"
1000,[1]
1000,"[2, 0, 0, 1]"
1000,[1]
1000,[1]
1000,[1]
1000,[1]
1000,"[3, 1]"
1000,"[3, 0, 1]"
1000,[]
1000,"[2, 1]"
1000,[1]
1000,[2]
1000,[]
1000,"[2, 1]"
1000,"[1, 1]"
1000,"[0, 1]"
1000,[]
1000,[]
1000,[1]
1000,[1]
1000,"[2, 1]"
1000,[1]
1000,[]
1000,[2]
1000,[1]
1000,[1]
1000,[1]
1000,[2]
1000,[3]
1000,"[2, 1]"
1000,[2]
1000,"[0, 1, 1]"
1000,[2]
1000,"[2, 1]"
1000,[1]
1000,[1]
1000,[]
1000,[2]
1000,[]
1000,"[1, 1]"
1000,"[1, 1]"
1000,[1]
1000,"[0, 0, 1]"
1000,[1]
1000,[]
1000,[1]
1000,[]
1000,[]
1000,[1]
1000,[1]
1000,[]
1000,[1]
1000,"[0, 1]"
1000,[2]
1000,"[2, 1]"
1000,"[1, 1]"
1000,[3]
1000,[]
1000,"[0, 0, 1]"
1000,"[2, 0, 1]"
1000,"[1, 1]"
1000,[1]
1000,[1]
1000,[1]
1000,[5]
1000,[2]
1000,[2]
1000,"[1, 1]"
1000,[2]
1000,[5]
1000,[1]
1000,[3]
1000,"[0, 1]"
1000,[1]
1000,[]
1000,[]
1000,[2]
1000,"[1, 2]"
1000,"[0, 1]"
1000,[3]
1000,[2]
1000,[1]
1000,[1]
1000,"[1, 0, 1]"
1000,[1]
1000,[2]
1000,"[0, 1]"
1000,[4]
1000,[1]
1000,[1]
1000,"[2, 1]"
1000,[1]
