123.0298402145366,"[1, 1]"
123.0298402145366,"[3, 0, 1]"
123.0298402145366,"[3, 1, 0, 1]"
123.0298402145366,[4]
123.0298402145366,"[3, 0, 1]"
123.0298402145366,"[3, 1]"
123.0298402145366,"[7, 2]"
123.0298402145366,"[3, 0, 0, 1]"
123.0298402145366,[4]
123.0298402145366,[5]
123.0298402145366,[3]
123.0298402145366,"[4, 1]"
123.0298402145366,[8]
123.0298402145366,"[6, 1]"
123.0298402145366,"[2, 3]"
123.0298402145366,[2]
123.0298402145366,"[4, 1, 1]"
123.0298402145366,[5]
123.0298402145366,[]
123.0298402145366,"[4, 1]"
123.0298402145366,"[3, 1]"
123.0298402145366,"[1, 2, 1]"
123.0298402145366,"[2, 2]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[5, 1]"
123.0298402145366,[4]
123.0298402145366,[2]
123.0298402145366,"[4, 2]"
123.0298402145366,"[3, 0, 1]"
123.0298402145366,[5]
123.0298402145366,[5]
123.0298402145366,"[4, 2]"
123.0298402145366,[3]
123.0298402145366,[3]
123.0298402145366,"[4, 0, 1]"
123.0298402145366,"[2, 2]"
123.0298402145366,[]
123.0298402145366,"[2, 1, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[3, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[2, 3]"
123.0298402145366,"[4, 1]"
123.0298402145366,[1]
123.0298402145366,"[3, 3]"
123.0298402145366,"[2, 1]"
123.0298402145366,[2]
123.0298402145366,"[4, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,[4]
123.0298402145366,"[8, 1]"
123.0298402145366,"[3, 1]"
123.0298402145366,[5]
123.0298402145366,"[4, 1]"
123.0298402145366,[4]
123.0298402145366,"[3, 1]"
123.0298402145366,"[2, 0, 0, 1]"
123.0298402145366,[3]
123.0298402145366,"[4, 3]"
123.0298402145366,[4]
123.0298402145366,[3]
123.0298402145366,"[3, 2]"
123.0298402145366,"[5, 1]"
123.0298402145366,"[6, 1]"
123.0298402145366,"[2, 1, 1]"
123.0298402145366,[2]
123.0298402145366,"[1, 1, 1]"
123.0298402145366,[3]
123.0298402145366,"[1, 1, 1]"
123.0298402145366,"[1, 2]"
123.0298402145366,"[3, 0, 1]"
123.0298402145366,[4]
123.0298402145366,[4]
123.0298402145366,"[4, 0, 1]"
123.0298402145366,[7]
123.0298402145366,"[5, 1]"
123.0298402145366,"[3, 2]"
123.0298402145366,"[3, 0, 0, 1]"
123.0298402145366,"[2, 1, 0, 1]"
123.0298402145366,"[1, 2, 1]"
123.0298402145366,"[3, 1, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[4, 3]"
123.0298402145366,[1]
123.0298402145366,[3]
123.0298402145366,[5]
123.0298402145366,[3]
123.0298402145366,[2]
123.0298402145366,[6]
123.0298402145366,[5]
123.0298402145366,"[3, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[4, 2]"
123.0298402145366,[5]
123.0298402145366,[4]
123.0298402145366,[3]
123.0298402145366,"[1, 3, 1]"
123.0298402145366,"[5, 1]"
123.0298402145366,[3]
123.0298402145366,"[5, 1, 2]"
123.0298402145366,[1]
123.0298402145366,"[2, 2]"
123.0298402145366,"[2, 2]"
123.0298402145366,[2]
123.0298402145366,[3]
123.0298402145366,"[7, 1]"
123.0298402145366,"[5, 1, 1]"
123.0298402145366,"[5, 0, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[5, 1, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[6, 1]"
123.0298402145366,"[4, 2]"
123.0298402145366,[6]
123.0298402145366,[4]
123.0298402145366,[2]
123.0298402145366,"[5, 0, 1]"
123.0298402145366,"[4, 2]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,[4]
123.0298402145366,"[3, 1]"
123.0298402145366,[3]
123.0298402145366,"[3, 1, 1]"
123.0298402145366,"[2, 2]"
123.0298402145366,"[4, 2, 1]"
123.0298402145366,"[4, 2]"
123.0298402145366,[3]
123.0298402145366,"[2, 2]"
123.0298402145366,"[5, 1]"
123.0298402145366,[6]
123.0298402145366,"[5, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[5, 1]"
123.0298402145366,"[1, 0, 1]"
123.0298402145366,"[3, 2]"
123.0298402145366,"[5, 1]"
123.0298402145366,[5]
123.0298402145366,"[3, 2]"
123.0298402145366,"[4, 0, 1]"
123.0298402145366,[4]
123.0298402145366,"[6, 1]"
123.0298402145366,"[7, 1]"
123.0298402145366,[5]
123.0298402145366,"[5, 1, 1]"
123.0298402145366,"[5, 1]"
123.0298402145366,[7]
123.0298402145366,[2]
123.0298402145366,"[5, 3]"
123.0298402145366,"[5, 2]"
123.0298402145366,"[3, 1]"
123.0298402145366,"[6, 0, 1]"
123.0298402145366,[3]
123.0298402145366,"[5, 1]"
123.0298402145366,"[2, 1, 1]"
123.0298402145366,"[5, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,"[2, 1]"
123.0298402145366,[1]
123.0298402145366,"[0, 3, 0, 1]"
123.0298402145366,[7]
123.0298402145366,"[4, 0, 1, 0, 1]"
123.0298402145366,"[4, 3]"
123.0298402145366,[4]
123.0298402145366,"[5, 1, 1]"
123.0298402145366,"[0, 1]"
123.0298402145366,"[0, 2]"
123.0298402145366,"[6, 1, 1]"
123.0298402145366,"[5, 3]"
123.0298402145366,[2]
123.0298402145366,"[3, 0, 0, 1]"
123.0298402145366,"[6, 2]"
123.0298402145366,"[1, 1]"
123.0298402145366,[7]
123.0298402145366,"[4, 1]"
123.0298402145366,"[4, 1, 1]"
123.0298402145366,"[2, 1, 1]"
123.0298402145366,"[0, 1]"
123.0298402145366,"[4, 1]"
123.0298402145366,[6]
123.0298402145366,[5]
123.0298402145366,[5]
123.0298402145366,"[3, 1]"
123.0298402145366,[3]
123.0298402145366,"[3, 1]"
