42199.235193586064,18,14,False,1.7538692051206612
42199.235193586064,28,21,False,1.956583242278322
42199.235193586064,25,21,False,1.8562836112705836
42199.235193586064,23,17,False,1.689918054507394
42199.235193586064,28,25,False,1.9160672911481693
42199.235193586064,23,18,False,1.9386130377921487
42199.235193586064,24,19,False,2.076679592455109
42199.235193586064,24,17,False,1.7295573629688423
42199.235193586064,25,21,False,1.7479696665626805
42199.235193586064,23,20,False,1.9404776768750003
42199.235193586064,26,22,False,1.7581289093030201
42199.235193586064,21,14,False,1.7446169038153536
42199.235193586064,28,24,False,1.7104097536266192
42199.235193586064,17,16,False,1.7946816325035635
42199.235193586064,21,18,False,1.6407831150518553
42199.235193586064,18,16,False,1.9612239384446744
42199.235193586064,21,15,False,1.681858100151286
42199.235193586064,23,18,False,1.9201470968796581
42199.235193586064,25,21,False,1.5193506424863865
42199.235193586064,21,18,False,1.734473562638278
42199.235193586064,21,16,False,1.8609493850278926
42199.235193586064,15,14,False,1.770894041953807
42199.235193586064,34,24,False,2.0035617418317075
42199.235193586064,32,27,False,1.7067960045960027
42199.235193586064,24,21,False,1.8763135425574748
42199.235193586064,30,28,False,1.9426488290760413
42199.235193586064,26,19,False,1.8891137600755097
42199.235193586064,26,21,False,1.7600603034071152
42199.235193586064,25,20,False,1.9881789373422238
42199.235193586064,30,25,False,1.863551515243078
42199.235193586064,23,18,False,1.9088813317476674
42199.235193586064,32,26,False,2.0146635749550295
42199.235193586064,26,25,False,1.79210200770538
42199.235193586064,19,15,False,1.8172000075001364
42199.235193586064,21,17,False,2.0097227662696677
42199.235193586064,20,16,False,1.7584316190581977
42199.235193586064,21,19,False,1.8849291773466768
42199.235193586064,22,17,False,1.8616435744226074
42199.235193586064,21,20,False,1.679916720932705
42199.235193586064,22,17,False,1.896725225369908
42199.235193586064,17,15,False,1.9456843506490489
42199.235193586064,15,15,False,2.001674774003429
42199.235193586064,24,18,False,1.780367652962662
42199.235193586064,30,25,False,1.8402983278385856
42199.235193586064,20,15,False,2.084848993498279
42199.235193586064,22,18,False,1.6444679028784013
42199.235193586064,24,20,False,1.870224645897077
42199.235193586064,20,18,False,1.7633148640802614
42199.235193586064,21,18,False,1.7915191223696847
42199.235193586064,22,18,False,1.6041251091699957
42199.235193586064,22,20,False,1.7934434753049713
42199.235193586064,36,25,False,1.9290361521151576
42199.235193586064,26,23,False,1.933186010688178
42199.235193586064,26,22,False,1.9652596463322558
42199.235193586064,22,21,False,1.5448589738000644
42199.235193586064,15,11,False,1.7956515962643198
42199.235193586064,22,17,False,1.864798319508575
42199.235193586064,23,20,False,1.779196908936301
42199.235193586064,23,20,False,1.870295684299384
42199.235193586064,19,15,False,1.7860186350720268
42199.235193586064,27,24,False,1.7839766463289373
42199.235193586064,22,17,False,1.6660679431970165
42199.235193586064,27,24,False,1.9562169058610435
42199.235193586064,23,20,False,1.5897326522666342
42199.235193586064,26,23,False,1.7618447066132494
42199.235193586064,36,28,False,1.9137681417373944
42199.235193586064,18,17,False,1.7347379841942439
42199.235193586064,18,17,False,1.7719532054491647
42199.235193586064,17,15,False,1.7502024720447074
42199.235193586064,26,20,False,1.7350638845150006
42199.235193586064,26,24,False,1.5952354154852362
42199.235193586064,27,22,False,2.0252124630011004
42199.235193586064,23,18,False,1.8147514114812582
42199.235193586064,21,19,False,1.693364597423455
42199.235193586064,26,22,False,1.722606407018134
42199.235193586064,23,17,False,1.744030175536658
42199.235193586064,24,18,False,1.8466943570238792
42199.235193586064,30,21,False,1.698277042737041
42199.235193586064,32,25,False,1.503848257222609
42199.235193586064,25,22,False,1.733369805407006
42199.235193586064,26,24,False,2.0858518930424435
42199.235193586064,34,23,False,1.7280549725029595
42199.235193586064,25,21,False,1.863402858203814
42199.235193586064,27,19,False,1.6911271627112072
42199.235193586064,25,19,False,2.0376287706826886
42199.235193586064,21,17,False,1.8472186011095544
42199.235193586064,20,19,False,1.5577580432236062
42199.235193586064,26,23,False,1.9061807331318839
42199.235193586064,17,15,False,1.524631154482908
42199.235193586064,25,19,False,1.9166351462844833
42199.235193586064,27,18,False,2.075653170857023
42199.235193586064,35,24,False,1.8102500328370188
42199.235193586064,25,21,False,1.9355663032196744
42199.235193586064,18,15,False,1.7133027205690137
42199.235193586064,21,19,False,1.9581104149365964
42199.235193586064,24,19,False,1.8029974868522534
42199.235193586064,28,21,False,1.8355817976292372
42199.235193586064,35,23,False,1.8918747603855555
42199.235193586064,29,23,False,1.8303392937759297
42199.235193586064,31,21,False,1.7032563459666967
284455.4748714512,50,39,False,1.9264605663294823
