1.000000069089886e+20,[1],0.8684642194529018
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.301697683534204
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,"[1, 1]",2.568093604334905
1.000000069089886e+20,[1],1.495927877732972
1.000000069089886e+20,[1],0.7741341169069974
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.6316459858436236
1.000000069089886e+20,[1],1.6051049933000776
1.000000069089886e+20,[],0
1.000000069089886e+20,"[0, 1]",1.2151680082287815
1.000000069089886e+20,[2],1.3456269896901076
1.000000069089886e+20,[],0
1.000000069089886e+20,"[0, 0, 1]",1.5648938241820867
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],2.2410407637737313
1.000000069089886e+20,[],0
1.000000069089886e+20,"[1, 1]",1.8915913933631074
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],2.1394420308345117
1.000000069089886e+20,[2],2.493901837928354
1.000000069089886e+20,[1],0.6670542127058567
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.3993284792463412
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.8453728072513438
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.2572276987466304
1.000000069089886e+20,[1],2.1282798481593335
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],0.8207090846219769
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.080939819468646
1.000000069089886e+20,"[0, 1]",0.800950444770162
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.3701307229130895
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],0.9325962546858113
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,"[1, 0, 1]",1.2552670448174117
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.5693591413413832
1.000000069089886e+20,[1],2.142998075305229
1.000000069089886e+20,[1],1.8223745365017598
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.5847212978638063
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.556790306045412
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],0.9534073860013291
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.7443946890043287
1.000000069089886e+20,"[1, 0, 1]",1.8919777509890237
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],0.8377798744383228
1.000000069089886e+20,[],0
1.000000069089886e+20,[1],1.9752622442813623
