30935.92167691145,"[13, 4]"
30935.92167691145,"[17, 6, 1]"
30935.92167691145,"[15, 2]"
30935.92167691145,"[18, 4, 1]"
30935.92167691145,"[16, 6, 1]"
30935.92167691145,"[20, 2, 2]"
30935.92167691145,"[23, 3]"
30935.92167691145,"[18, 5, 1, 1]"
30935.92167691145,"[24, 1, 1]"
30935.92167691145,"[15, 4]"
30935.92167691145,"[21, 3]"
30935.92167691145,"[24, 1]"
30935.92167691145,"[25, 5, 1]"
30935.92167691145,"[23, 4]"
30935.92167691145,"[23, 1, 0, 1]"
30935.92167691145,"[18, 2]"
30935.92167691145,"[12, 5, 1]"
30935.92167691145,"[17, 4, 1]"
30935.92167691145,"[15, 7, 1, 0, 1]"
30935.92167691145,"[18, 4]"
30935.92167691145,"[26, 4, 2]"
30935.92167691145,"[15, 1, 2]"
30935.92167691145,"[21, 1]"
30935.92167691145,"[20, 4, 1, 1]"
30935.92167691145,"[20, 5, 3]"
30935.92167691145,"[18, 4, 2]"
30935.92167691145,"[17, 5, 2, 1]"
30935.92167691145,"[20, 4, 2]"
30935.92167691145,"[18, 7, 1, 0, 0, 1]"
30935.92167691145,"[22, 3]"
30935.92167691145,"[19, 1, 1, 0, 1]"
30935.92167691145,"[24, 5, 2]"
30935.92167691145,"[18, 5]"
30935.92167691145,"[15, 4, 2]"
30935.92167691145,"[19, 3, 3]"
30935.92167691145,"[24, 4, 1]"
30935.92167691145,"[24, 3, 1]"
30935.92167691145,"[14, 0, 3, 0, 0, 1]"
30935.92167691145,"[15, 6, 1, 1]"
30935.92167691145,"[27, 5, 2]"
30935.92167691145,"[24, 3]"
30935.92167691145,"[20, 6]"
30935.92167691145,"[19, 9, 1]"
30935.92167691145,"[16, 1, 4]"
30935.92167691145,"[21, 6]"
30935.92167691145,"[19, 4, 2]"
30935.92167691145,"[13, 0, 1, 1]"
30935.92167691145,"[13, 3, 4]"
