,100,500,1000,5000
1,23.860000000000003,86.40000000000002,147.97999999999996,512.3000000000001
2,1.4000000000000008,2.9200000000000017,4.160000000000002,8.54
3,0.27999999999999997,0.7400000000000002,0.9200000000000004,1.6800000000000006
4,0.0,0.1,0.25999999999999995,0.5600000000000002
5,0.0,0.08,0.02,0.1
6,0.02,0.02,0.0,0.02
7,0.0,0.0,0.0,0.0
8,0.02,0.0,0.0,0.0
